Flughafen;Handlingtyp+Priorität+Transporttyps;Dauer
JFK;transfermailRFSRFS;0.125
JFK;transferpremiumCC;0.385416667
JFK;transferpremiumCE;0.385416667
JFK;transferpremiumCRFS;0.489583333
JFK;transferpremiumEC;0.229166667
JFK;transferpremiumEE;0.229166667
JFK;transferpremiumERFS;0.333333333
JFK;transferpremiumRFSC;0.229166667
JFK;transferpremiumRFSE;0.229166667
JFK;transferpremiumRFSRFS;0.333333333
JFK;transferstandardCC;0.125
JFK;transferstandardCE;0.125
JFK;transferstandardCRFS;0.125
JFK;transferstandardEC;0.125
JFK;transferstandardEE;0.125
JFK;transferstandardERFS;0.125
JFK;transferstandardRFSC;0.125
JFK;transferstandardRFSE;0.125
JFK;transferstandardRFSRFS;0.125
JNB;exportmailC;0.083333333
JNB;exportmailE;0.083333333
JNB;exportmailF;0.083333333
JNB;exportmailRFS;0.083333333
JNB;exportpremiumC;0.208333333
JNB;exportpremiumE;0.208333333
JNB;exportpremiumF;0.208333333
JNB;exportpremiumRFS;0.208333333
JNB;exportstandardC;0.083333333
JNB;exportstandardE;0.083333333
JNB;exportstandardF;0.083333333
JNB;exportstandardRFS;0.083333333
JNB;importmailC;0.125
JNB;importmailE;0.104166667
JNB;importmailF;0.1875
JNB;importmailRFS;0.1875
JNB;importpremiumC;0.333333333
JNB;importpremiumE;0.166666667
JNB;importpremiumF;0.333333333
JNB;importpremiumRFS;0.333333333
JNB;importstandardC;0.125
JNB;importstandardE;0.104166667
JNB;importstandardF;0.1875
JNB;importstandardRFS;0.1875
JNB;transfermailCC;1
JNB;transfermailCE;1
JNB;transfermailCF;1
JNB;transfermailCRFS;1.25
JNB;transfermailEC;1
JNB;transfermailEE;1
JNB;transfermailEF;1
JNB;transfermailERFS;1.25
JNB;transfermailFC;1
JNB;transfermailFE;1
JNB;transfermailFF;1
JNB;transfermailFRFS;1.25
JNB;transfermailRFSC;1.25
JNB;transfermailRFSE;1.25
JNB;transfermailRFSF;1.25
JNB;transfermailRFSRFS;1.5
JNB;transferpremiumCC;1
JNB;transferpremiumCE;1
JNB;transferpremiumCF;1
JNB;transferpremiumCRFS;1.25
JNB;transferpremiumEC;1
JNB;transferpremiumEE;1
JNB;transferpremiumEF;1
JNB;transferpremiumERFS;1.25
JNB;transferpremiumFC;1
JNB;transferpremiumFE;1
JNB;transferpremiumFF;1
JNB;transferpremiumFRFS;1.25
JNB;transferpremiumRFSC;1.25
JNB;transferpremiumRFSE;1.25
JNB;transferpremiumRFSF;1.25
JNB;transferpremiumRFSRFS;1.5
JNB;transferstandardCC;1
JNB;transferstandardCE;1
JNB;transferstandardCF;1
JNB;transferstandardCRFS;1.25
JNB;transferstandardEC;1
JNB;transferstandardEE;1
JNB;transferstandardEF;1
JNB;transferstandardERFS;1.25
JNB;transferstandardFC;1
JNB;transferstandardFE;1
JNB;transferstandardFF;1
JNB;transferstandardFRFS;1.25
JNB;transferstandardRFSC;1.25
JNB;transferstandardRFSE;1.25
JNB;transferstandardRFSF;1.25
JNB;transferstandardRFSRFS;1.5
KBP;exportmailE;0.083333333
KBP;exportmailRFS;0.083333333
KBP;exportpremiumC;0.125
KBP;exportpremiumE;0.125
KBP;exportpremiumRFS;0.125
KBP;exportstandardE;0.083333333
KBP;exportstandardRFS;0.083333333
KBP;importmailE;0.125
KBP;importmailF;0.125
KBP;importmailRFS;0.125
KBP;importpremiumC;0.125
KBP;importpremiumE;0.125
KBP;importpremiumRFS;0.25
KBP;importstandardE;0.125
KBP;importstandardF;0.125
KBP;importstandardRFS;0.125
KHH;importmailC;0.041666667
KHH;importmailE;0.041666667
KHH;importmailF;0.041666667
KHH;importmailRFS;0.041666667
KHH;importstandardC;0.041666667
KHH;importstandardE;0.041666667
KHH;importstandardF;0.041666667
KHH;importstandardRFS;0.041666667
KHI;exportmailC;0.020833333
KHI;exportmailE;0.020833333
KHI;exportmailF;0.020833333
KHI;exportmailRFS;0.020833333
KHI;exportpremiumC;0.020833333
KHI;exportpremiumE;0.020833333
KHI;exportpremiumF;0.020833333
KHI;exportpremiumRFS;0.020833333
KHI;exportstandardC;0.020833333
KHI;exportstandardE;0.020833333
KHI;exportstandardF;0.020833333
KHI;exportstandardRFS;0.020833333
KHI;importmailC;0.083333333
KHI;importmailE;0.083333333
KHI;importmailF;0.083333333
KHI;importmailRFS;0.083333333
KHI;importpremiumC;0.416666667
KHI;importpremiumE;0.416666667
KHI;importpremiumF;0.416666667
KHI;importpremiumRFS;0.416666667
KHI;importstandardC;0.083333333
KHI;importstandardE;0.083333333
KHI;importstandardF;0.083333333
KHI;importstandardRFS;0.083333333
KIX;exportmailC;0.055555556
KIX;exportmailE;0.055555556
KIX;exportmailF;0.055555556
KIX;exportmailRFS;0.055555556
KIX;exportpremiumC;0.125
KIX;exportpremiumE;0.125
KIX;exportpremiumF;0.125
KIX;exportpremiumRFS;0.104166667
KIX;exportstandardC;0.055555556
KIX;exportstandardE;0.055555556
KIX;exportstandardF;0.055555556
KIX;exportstandardRFS;0.055555556
KIX;importmailC;0.125
KIX;importmailE;0.125
KIX;importmailF;0.125
KIX;importmailRFS;0.125
KIX;importpremiumC;0.25
KIX;importpremiumE;0.25
KIX;importpremiumF;0.25
KIX;importpremiumRFS;0.25
KIX;importstandardC;0.125
KIX;importstandardE;0.125
KIX;importstandardF;0.125
KIX;importstandardRFS;0.125
KIX;transfermailCC;0.3125
KIX;transfermailCE;0.3125
KIX;transfermailCF;0.3125
KIX;transfermailCRFS;0.3125
KIX;transfermailEC;0.3125
KIX;transfermailEE;0.3125
KIX;transfermailEF;0.3125
KIX;transfermailERFS;0.3125
KIX;transfermailFC;0.3125
KIX;transfermailFE;0.3125
KIX;transfermailFF;0.3125
KIX;transfermailFRFS;0.3125
KIX;transfermailRFSC;0.3125
KIX;transfermailRFSE;0.3125
KIX;transfermailRFSF;0.3125
KIX;transfermailRFSRFS;0.3125
KIX;transferpremiumCC;0.333333333
KIX;transferpremiumCE;0.333333333
KIX;transferpremiumCF;0.333333333
KIX;transferpremiumCRFS;0.25
KIX;transferpremiumEC;0.458333333
KIX;transferpremiumEE;0.458333333
KIX;transferpremiumEF;0.458333333
KIX;transferpremiumERFS;0.375
KIX;transferpremiumFC;0.458333333
KIX;transferpremiumFE;0.458333333
KIX;transferpremiumFF;0.458333333
KIX;transferpremiumFRFS;0.375
KIX;transferpremiumRFSC;0.291666667
KIX;transferpremiumRFSE;0.291666667
KIX;transferpremiumRFSF;0.291666667
KIX;transferpremiumRFSRFS;0.208333333
KIX;transferstandardCC;0.3125
KIX;transferstandardCE;0.3125
KIX;transferstandardCF;0.3125
KIX;transferstandardCRFS;0.3125
KIX;transferstandardEC;0.3125
KIX;transferstandardEE;0.3125
KIX;transferstandardEF;0.3125
KIX;transferstandardERFS;0.3125
KIX;transferstandardFC;0.3125
KIX;transferstandardFE;0.3125
KIX;transferstandardFF;0.3125
KIX;transferstandardFRFS;0.3125
KIX;transferstandardRFSC;0.3125
KIX;transferstandardRFSE;0.3125
KIX;transferstandardRFSF;0.3125
KIX;transferstandardRFSRFS;0.3125
KLU;exportmailRFS;0.083333333
KLU;exportpremiumRFS;0.083333333
KLU;exportstandardRFS;0.083333333
KLU;importmailRFS;0.083333333
KLU;importpremiumRFS;0.083333333
KLU;importstandardRFS;0.083333333
KRK;exportmailE;0.041666667
KRK;exportmailF;0.041666667
KRK;exportmailRFS;0.041666667
KRK;exportpremiumE;0.083333333
KRK;exportpremiumF;0.083333333
KRK;exportpremiumRFS;0.083333333
KRK;exportstandardE;0.041666667
KRK;exportstandardF;0.041666667
KRK;exportstandardRFS;0.041666667
KRK;importmailE;0.166666667
KRK;importmailF;0.166666667
KRK;importmailRFS;0.25
KRK;importpremiumE;0.166666667
KRK;importpremiumF;0.166666667
KRK;importpremiumRFS;0.25
KRK;importstandardE;0.166666667
KRK;importstandardF;0.166666667
KRK;importstandardRFS;0.25
KRS;exportmailRFS;0.083333333
KRS;exportpremiumRFS;0.083333333
KRS;exportstandardRFS;0.083333333
KRT;exportmailC;0.166666667
KRT;exportmailE;0.166666667
KRT;exportmailF;0.166666667
KRT;exportmailRFS;0.166666667
KRT;exportpremiumC;0.166666667
KRT;exportpremiumE;0.166666667
KRT;exportpremiumRFS;0.166666667
KRT;exportstandardC;0.166666667
KRT;exportstandardE;0.166666667
KRT;exportstandardF;0.166666667
KRT;exportstandardRFS;0.166666667
KRT;importmailC;0.104166667
KRT;importmailE;0.104166667
KRT;importmailF;0.104166667
KRT;importmailRFS;0.104166667
KRT;importpremiumC;0.125
KRT;importpremiumE;0.125
KRT;importpremiumRFS;0.125
KRT;importstandardC;0.104166667
KRT;importstandardE;0.104166667
KRT;importstandardF;0.104166667
KRT;importstandardRFS;0.104166667
KTW;exportmailE;0.0625
KTW;exportmailF;0.0625
KTW;exportmailRFS;0.0625
KTW;exportpremiumE;0.104166667
KTW;exportpremiumF;0.104166667
KTW;exportpremiumRFS;0.104166667
KTW;exportstandardE;0.0625
KTW;exportstandardF;0.0625
KTW;exportstandardRFS;0.0625
KTW;importmailE;0.125
KTW;importmailF;0.125
KTW;importmailRFS;0.166666667
KTW;importpremiumE;0.166666667
KTW;importpremiumF;0.166666667
KTW;importpremiumRFS;0.166666667
KTW;importstandardE;0.125
KTW;importstandardF;0.125
KTW;importstandardRFS;0.166666667
KUF;exportmailE;0.083333333
KUF;exportmailF;0.083333333
KUF;exportmailRFS;0.208333333
KUF;exportpremiumE;0.416666667
KUF;exportpremiumF;0.416666667
KUF;exportpremiumRFS;0.208333333
KUF;exportstandardE;0.083333333
KUF;exportstandardF;0.083333333
KUF;exportstandardRFS;0.208333333
KUF;importmailE;0.381944444
KUF;importmailF;0.381944444
KUF;importmailRFS;0.416666667
KUF;importpremiumE;0.465277778
KUF;importpremiumF;0.465277778
KUF;importpremiumRFS;0.458333333
KUF;importstandardE;0.381944444
KUF;importstandardF;0.381944444
KUF;importstandardRFS;0.416666667
KUL;exportmailC;0.083333333
KUL;exportmailE;0.083333333
KUL;exportmailF;0.083333333
KUL;exportmailRFS;0.083333333
KUL;exportpremiumC;0.25
KUL;exportpremiumE;0.166666667
KUL;exportstandardC;0.083333333
KUL;exportstandardE;0.083333333
KUL;exportstandardF;0.083333333
KUL;exportstandardRFS;0.083333333
KUL;importmailC;0.1875
KUL;importmailE;0.1875
KUL;importmailF;0.1875
KUL;importmailRFS;0.104166667
KUL;importpremiumC;0.333333333
KUL;importpremiumE;0.25
KUL;importstandardC;0.1875
KUL;importstandardE;0.1875
KUL;importstandardF;0.1875
KUL;importstandardRFS;0.104166667
KUL;transfermailCC;0.333333333
KUL;transfermailCE;0.333333333
KUL;transfermailEC;0.333333333
KUL;transfermailEE;0.333333333
KUL;transferpremiumCC;0.5
KUL;transferpremiumCE;0.5
KUL;transferpremiumEC;0.5
KUL;transferpremiumEE;0.5
KUL;transferstandardCC;0.333333333
KUL;transferstandardCE;0.333333333
KUL;transferstandardEC;0.333333333
KUL;transferstandardEE;0.333333333
KWI;exportmailC;0.166666667
KWI;exportmailE;0.020833333
KWI;exportmailRFS;0.458333333
KWI;exportpremiumC;0.25
KWI;exportpremiumE;0.041666667
KWI;exportstandardC;0.166666667
KWI;exportstandardE;0.020833333
KWI;exportstandardRFS;0.458333333
KWI;importmailC;0.25
KWI;importmailE;0.166666667
KWI;importmailRFS;0.520833333
KWI;importpremiumC;0.25
KWI;importpremiumE;0.166666667
KWI;importpremiumRFS;0.625
KWI;importstandardC;0.25
KWI;importstandardE;0.166666667
KWI;importstandardRFS;0.520833333
KWI;transfermailCC;0.25
KWI;transfermailCE;0.25
KWI;transfermailEC;0.25
KWI;transfermailEE;0.25
KWI;transferpremiumCC;0.25
KWI;transferpremiumCE;0.25
KWI;transferpremiumEC;0.25
KWI;transferpremiumEE;0.25
KWI;transferstandardCC;0.25
KWI;transferstandardCE;0.25
KWI;transferstandardEC;0.25
KWI;transferstandardEE;0.25
KZN;exportmailC;0.041666667
KZN;exportmailE;0.041666667
KZN;exportmailF;0.041666667
KZN;exportmailRFS;0.041666667
KZN;exportpremiumC;0.041666667
KZN;exportpremiumE;0.041666667
KZN;exportpremiumF;0.041666667
KZN;exportpremiumRFS;0.041666667
KZN;exportstandardC;0.041666667
KZN;exportstandardE;0.041666667
KZN;exportstandardF;0.041666667
KZN;exportstandardRFS;0.041666667
KZN;importmailC;0.0625
KZN;importmailE;0.0625
KZN;importmailF;0.0625
KZN;importmailRFS;0.0625
KZN;importpremiumC;0.0625
KZN;importpremiumE;0.0625
KZN;importpremiumF;0.0625
KZN;importpremiumRFS;0.0625
KZN;importstandardC;0.0625
KZN;importstandardE;0.0625
KZN;importstandardF;0.0625
KZN;importstandardRFS;0.0625
LAS;exportmailRFS;0.125
LAS;exportpremiumRFS;0.125
LAS;exportstandardRFS;0.125
LAS;importmailRFS;0.125
LAS;importpremiumRFS;0.125
LAS;importstandardRFS;0.125
LAX;exportmailC;0.166666667
LAX;exportmailE;0.083333333
LAX;exportmailRFS;0.0625
LAX;exportpremiumC;0.291666667
LAX;exportpremiumE;0.173611111
LAX;exportpremiumRFS;0.166666667
LAX;exportstandardC;0.166666667
LAX;exportstandardE;0.083333333
LAX;exportstandardRFS;0.0625
LAX;importmailC;0.166666667
LAX;importmailE;0.166666667
LAX;importmailRFS;0.166666667
LAX;importpremiumC;0.354166667
LAX;importpremiumE;0.25
LAX;importpremiumRFS;0.354166667
LAX;importstandardC;0.166666667
LAX;importstandardE;0.166666667
LAX;importstandardRFS;0.166666667
LAX;transfermailCC;0.291666667
LAX;transfermailCRFS;0.291666667
LAX;transfermailEC;0.208333333
LAX;transfermailERFS;0.208333333
LAX;transfermailRFSC;0.166666667
LAX;transfermailRFSRFS;0.166666667
LAX;transferpremiumCC;0.291666667
LAX;transferpremiumCE;0.307638889
LAX;transferpremiumCRFS;0.291666667
LAX;transferpremiumEC;0.270833333
LAX;transferpremiumEE;0.286805556
LAX;transferpremiumERFS;0.270833333
LAX;transferpremiumRFSC;0.166666667
LAX;transferpremiumRFSE;0.182638889
LAX;transferpremiumRFSRFS;0.166666667
LAX;transferstandardCC;0.291666667
LAX;transferstandardCRFS;0.291666667
LAX;transferstandardEC;0.208333333
LAX;transferstandardERFS;0.208333333
LAX;transferstandardRFSC;0.166666667
LAX;transferstandardRFSRFS;0.166666667
LBA;exportmailC;0.041666667
LBA;exportmailE;0.041666667
LBA;exportmailF;0.041666667
LBA;exportmailRFS;0.041666667
LBA;exportpremiumC;0.0625
LBA;exportpremiumE;0.0625
LBA;exportpremiumF;0.0625
LBA;exportpremiumRFS;0.0625
LBA;exportstandardC;0.041666667
LBA;exportstandardE;0.041666667
LBA;exportstandardF;0.041666667
LBA;exportstandardRFS;0.041666667
LBA;importmailC;0.083333333
LBA;importmailE;0.083333333
LBA;importmailF;0.0625
LBA;importmailRFS;0.083333333
LBA;importpremiumC;0.083333333
LBA;importpremiumE;0.083333333
LBA;importpremiumF;0.0625
LBA;importpremiumRFS;0.083333333
LBA;importstandardC;0.083333333
LBA;importstandardE;0.083333333
LBA;importstandardF;0.0625
LBA;importstandardRFS;0.083333333
LBA;transfermailCC;0.166666667
LBA;transfermailCE;0.166666667
LBA;transfermailCF;0.166666667
LBA;transfermailCRFS;0.166666667
LBA;transfermailEC;0.166666667
LBA;transfermailEE;0.166666667
LBA;transfermailEF;0.166666667
LBA;transfermailERFS;0.166666667
LBA;transfermailFC;0.166666667
LBA;transfermailFE;0.166666667
LBA;transfermailFF;0.166666667
LBA;transfermailFRFS;0.166666667
LBA;transfermailRFSC;0.166666667
LBA;transfermailRFSE;0.166666667
LBA;transfermailRFSF;0.166666667
LBA;transfermailRFSRFS;0.166666667
LBA;transferpremiumCC;0.166666667
LBA;transferpremiumCE;0.166666667
LBA;transferpremiumCF;0.166666667
LBA;transferpremiumCRFS;0.166666667
LBA;transferpremiumEC;0.166666667
LBA;transferpremiumEE;0.166666667
LBA;transferpremiumEF;0.166666667
LBA;transferpremiumERFS;0.166666667
LBA;transferpremiumFC;0.166666667
LBA;transferpremiumFE;0.166666667
LBA;transferpremiumFF;0.166666667
LBA;transferpremiumFRFS;0.166666667
LBA;transferpremiumRFSC;0.166666667
LBA;transferpremiumRFSE;0.166666667
LBA;transferpremiumRFSF;0.166666667
LBA;transferpremiumRFSRFS;0.166666667
LBA;transferstandardCC;0.166666667
LBA;transferstandardCE;0.166666667
LBA;transferstandardCF;0.166666667
LBA;transferstandardCRFS;0.166666667
LBA;transferstandardEC;0.166666667
LBA;transferstandardEE;0.166666667
LBA;transferstandardEF;0.166666667
LBA;transferstandardERFS;0.166666667
LBA;transferstandardFC;0.166666667
LBA;transferstandardFE;0.166666667
LBA;transferstandardFF;0.166666667
LBA;transferstandardFRFS;0.166666667
LBA;transferstandardRFSC;0.166666667
LBA;transferstandardRFSE;0.166666667
LBA;transferstandardRFSF;0.166666667
LBA;transferstandardRFSRFS;0.166666667
LCA;exportmailE;0.0625
LCA;exportpremiumE;0.104166667
LCA;exportstandardE;0.0625
LCA;importmailE;0.083333333
LCA;importpremiumE;0.104166667
LCA;importstandardE;0.083333333
LCH;exportmailRFS;0.125
LCH;exportpremiumRFS;0.125
LCH;exportstandardRFS;0.125
LCH;importmailRFS;0.125
LCH;importpremiumRFS;0.125
LCH;importstandardRFS;0.125
LCY;exportmailF;0.041666667
LCY;exportpremiumF;0.083333333
LCY;exportstandardF;0.041666667
LCY;importmailF;0.0625
LCY;importpremiumF;0.083333333
LCY;importstandardF;0.0625
LED;exportmailC;0.0625
LED;exportmailE;0.0625
LED;exportmailF;0.0625
LED;exportmailRFS;0.0625
LED;exportpremiumC;0.083333333
LED;exportpremiumE;0.083333333
LED;exportpremiumF;0.083333333
LED;exportpremiumRFS;0.083333333
LED;exportstandardC;0.0625
LED;exportstandardE;0.0625
LED;exportstandardF;0.0625
LED;exportstandardRFS;0.0625
LED;importmailC;0.083333333
LED;importmailE;0.083333333
LED;importmailF;0.083333333
LED;importmailRFS;0.083333333
LED;importpremiumC;0.1875
LED;importpremiumE;0.1875
LED;importpremiumF;0.1875
LED;importpremiumRFS;0.1875
LED;importstandardC;0.083333333
LED;importstandardE;0.083333333
LED;importstandardF;0.083333333
LED;importstandardRFS;0.083333333
LEJ;exportmailC;0.166666667
LEJ;exportmailE;0.0625
LEJ;exportmailF;0.0625
LEJ;exportmailRFS;0.166666667
LEJ;exportpremiumC;0.25
LEJ;exportpremiumE;0.166666667
LEJ;exportpremiumF;0.166666667
LEJ;exportpremiumRFS;0.25
LEJ;exportstandardC;0.166666667
LEJ;exportstandardE;0.0625
LEJ;exportstandardF;0.0625
LEJ;exportstandardRFS;0.166666667
LEJ;importmailC;0.166666667
LEJ;importmailE;0.0625
LEJ;importmailF;0.0625
LEJ;importmailRFS;0.166666667
LEJ;importpremiumC;0.25
LEJ;importpremiumE;0.166666667
LEJ;importpremiumF;0.166666667
LEJ;importpremiumRFS;0.25
LEJ;importstandardC;0.166666667
LEJ;importstandardE;0.0625
LEJ;importstandardF;0.0625
LEJ;importstandardRFS;0.166666667
LEJ;transfermailCC;0.208333333
LEJ;transfermailCRFS;0.208333333
LEJ;transfermailEC;0.145833333
LEJ;transfermailERFS;0.145833333
LEJ;transfermailFC;0.145833333
LEJ;transfermailFRFS;0.145833333
LEJ;transfermailRFSC;0.208333333
LEJ;transfermailRFSRFS;0.208333333
LEJ;transferpremiumCC;0.291666667
LEJ;transferpremiumCE;0.291666667
LEJ;transferpremiumCF;0.291666667
LEJ;transferpremiumCRFS;0.291666667
LEJ;transferpremiumEC;0.291666667
LEJ;transferpremiumEE;0.291666667
LEJ;transferpremiumEF;0.291666667
LEJ;transferpremiumERFS;0.291666667
LEJ;transferpremiumFC;0.291666667
LEJ;transferpremiumFE;0.291666667
LEJ;transferpremiumFF;0.291666667
LEJ;transferpremiumFRFS;0.291666667
LEJ;transferpremiumRFSC;0.291666667
LEJ;transferpremiumRFSE;0.291666667
LEJ;transferpremiumRFSF;0.291666667
LEJ;transferpremiumRFSRFS;0.291666667
LEJ;transferstandardCC;0.208333333
LEJ;transferstandardCRFS;0.208333333
LEJ;transferstandardEC;0.145833333
LEJ;transferstandardERFS;0.145833333
LEJ;transferstandardFC;0.145833333
LEJ;transferstandardFRFS;0.145833333
LEJ;transferstandardRFSC;0.208333333
LEJ;transferstandardRFSRFS;0.208333333
LHE;exportmailC;0.020833333
LHE;exportmailE;0.020833333
LHE;exportmailF;0.020833333
LHE;exportmailRFS;0.020833333
LHE;exportpremiumC;0.020833333
LHE;exportpremiumE;0.020833333
LHE;exportpremiumF;0.020833333
LHE;exportpremiumRFS;0.020833333
LHE;exportstandardC;0.020833333
LHE;exportstandardE;0.020833333
LHE;exportstandardF;0.020833333
LHE;exportstandardRFS;0.020833333
LHE;importmailC;0.083333333
LHE;importmailE;0.083333333
LHE;importmailF;0.083333333
LHE;importmailRFS;0.083333333
LHE;importpremiumC;0.416666667
LHE;importpremiumE;0.416666667
LHE;importpremiumF;0.416666667
LHE;importpremiumRFS;0.416666667
LHE;importstandardC;0.083333333
LHE;importstandardE;0.083333333
LHE;importstandardF;0.083333333
LHE;importstandardRFS;0.083333333
LHE;transfermailEC;0.027083333
LHE;transfermailEE;0.0125
LHE;transferpremiumEE;0.0125
LHE;transferstandardEC;0.027083333
LHE;transferstandardEE;0.0125
LHR;exportmailC;0.0625
LHR;exportmailE;0.083333333
LHR;exportmailF;0.083333333
LHR;exportmailRFS;0.083333333
LHR;exportpremiumC;0.125
LHR;exportpremiumE;0.125
LHR;exportpremiumF;0.125
LHR;exportpremiumRFS;0.208333333
LHR;exportstandardC;0.0625
LHR;exportstandardE;0.083333333
LHR;exportstandardF;0.083333333
LHR;exportstandardRFS;0.083333333
LHR;importmailC;0.1875
LHR;importmailE;0.1875
LHR;importmailF;0.1875
LHR;importmailRFS;0.1875
LHR;importpremiumC;0.25
LHR;importpremiumE;0.25
LHR;importpremiumF;0.25
LHR;importpremiumRFS;0.333333333
LHR;importstandardC;0.1875
LHR;importstandardE;0.1875
LHR;importstandardF;0.1875
LHR;importstandardRFS;0.1875
LHR;transfermailCC;0.125
LHR;transfermailCE;0.15625
LHR;transfermailCF;0.15625
LHR;transfermailCRFS;0.15625
LHR;transfermailEC;0.21875
LHR;transfermailEE;0.25
LHR;transfermailEF;0.25
LHR;transfermailERFS;0.25
LHR;transfermailFC;0.21875
LHR;transfermailFE;0.25
LHR;transfermailFF;0.25
LHR;transfermailFRFS;0.25
LHR;transfermailRFSC;0.21875
LHR;transfermailRFSE;0.25
LHR;transfermailRFSF;0.25
LHR;transfermailRFSRFS;0.25
LHR;transferpremiumCC;0.352083333
LHR;transferpremiumCE;0.25
LHR;transferpremiumCF;0.25
LHR;transferpremiumCRFS;0.333333333
LHR;transferpremiumEC;0.352083333
LHR;transferpremiumEE;0.25
LHR;transferpremiumEF;0.25
LHR;transferpremiumERFS;0.333333333
LHR;transferpremiumFC;0.352083333
LHR;transferpremiumFE;0.25
LHR;transferpremiumFF;0.25
LHR;transferpremiumFRFS;0.333333333
LHR;transferpremiumRFSC;0.352083333
LHR;transferpremiumRFSE;0.25
LHR;transferpremiumRFSF;0.25
LHR;transferpremiumRFSRFS;0.333333333
LHR;transferstandardCC;0.125
LHR;transferstandardCE;0.15625
LHR;transferstandardCF;0.15625
LHR;transferstandardCRFS;0.15625
LHR;transferstandardEC;0.21875
LHR;transferstandardEE;0.25
LHR;transferstandardEF;0.25
LHR;transferstandardERFS;0.25
LHR;transferstandardFC;0.21875
LHR;transferstandardFE;0.25
LHR;transferstandardFF;0.25
LHR;transferstandardFRFS;0.25
LHR;transferstandardRFSC;0.21875
LHR;transferstandardRFSE;0.25
LHR;transferstandardRFSF;0.25
LHR;transferstandardRFSRFS;0.25
LIL;exportmailE;0.0625
LIL;exportmailF;0.0625
LIL;exportmailRFS;0.041666667
LIL;exportpremiumE;0.083333333
LIL;exportpremiumF;0.083333333
LIL;exportpremiumRFS;0.041666667
LIL;exportstandardE;0.0625
LIL;exportstandardF;0.0625
LIL;exportstandardRFS;0.041666667
LIL;importmailE;0.125
LIL;importmailF;0.125
LIL;importmailRFS;0.125
LIL;importpremiumE;0.166666667
LIL;importpremiumF;0.166666667
LIL;importpremiumRFS;0.166666667
LIL;importstandardE;0.125
LIL;importstandardF;0.125
LIL;importstandardRFS;0.125
LIM;exportmailC;0.25
LIM;exportmailE;0.25
LIM;exportpremiumC;0.270833333
LIM;exportpremiumE;0.270833333
LIM;exportstandardC;0.25
LIM;exportstandardE;0.25
LIM;importmailC;0.208333333
LIM;importmailE;0.208333333
LIM;importpremiumC;0.229166667
LIM;importpremiumE;0.229166667
LIM;importstandardC;0.208333333
LIM;importstandardE;0.208333333
LIM;transfermailCC;3
LIM;transfermailCE;3
LIM;transfermailEC;3
LIM;transfermailEE;3
LIM;transferpremiumCC;3
LIM;transferpremiumCE;3
LIM;transferpremiumEC;3
LIM;transferpremiumEE;3
LIM;transferstandardCC;3
LIM;transferstandardCE;3
LIM;transferstandardEC;3
LIM;transferstandardEE;3
LIN;exportmailE;0.083333333
LIN;exportmailF;0.083333333
LIN;exportmailRFS;0.083333333
LIN;exportpremiumE;0.166666667
LIN;exportpremiumF;0.166666667
LIN;exportpremiumRFS;0.083333333
LIN;exportstandardE;0.083333333
LIN;exportstandardF;0.083333333
LIN;exportstandardRFS;0.083333333
LIN;importmailE;0.083333333
LIN;importmailF;0.083333333
LIN;importmailRFS;0.083333333
LIN;importpremiumE;0.145833333
LIN;importpremiumF;0.125
LIN;importpremiumRFS;0.208333333
LIN;importstandardE;0.083333333
LIN;importstandardF;0.083333333
LIN;importstandardRFS;0.083333333
LIN;transfermailFF;0.020833333
LIN;transfermailFRFS;0.020833333
LIN;transfermailRFSF;0.020833333
LIN;transfermailRFSRFS;0.020833333
LIN;transferpremiumFF;0.0625
LIN;transferpremiumFRFS;0.111111111
LIN;transferpremiumRFSF;0.0625
LIN;transferpremiumRFSRFS;0.111111111
LIN;transferstandardFF;0.020833333
LIN;transferstandardFRFS;0.020833333
LIN;transferstandardRFSF;0.020833333
LIN;transferstandardRFSRFS;0.020833333
LIS;exportmailC;0.107638889
LIS;exportmailE;0.125
LIS;exportmailF;0.125
LIS;exportmailRFS;0.125
LIS;exportpremiumC;0.107638889
LIS;exportpremiumE;0.166666667
LIS;exportpremiumF;0.166666667
LIS;exportpremiumRFS;0.166666667
LIS;exportstandardC;0.107638889
LIS;exportstandardE;0.125
LIS;exportstandardF;0.125
LIS;exportstandardRFS;0.125
LIS;importmailC;0.166666667
LIS;importmailE;0.125
LIS;importmailF;0.125
LIS;importmailRFS;0.166666667
LIS;importpremiumC;0.166666667
LIS;importpremiumE;0.166666667
LIS;importpremiumF;0.166666667
LIS;importpremiumRFS;0.166666667
LIS;importstandardC;0.166666667
LIS;importstandardE;0.125
LIS;importstandardF;0.125
LIS;importstandardRFS;0.166666667
LIT;exportmailRFS;0.125
LIT;exportpremiumRFS;0.125
LIT;exportstandardRFS;0.125
LIT;importmailRFS;0.125
LIT;importpremiumRFS;0.125
LIT;importstandardRFS;0.125
LJU;exportmailF;0.041666667
LJU;exportmailRFS;0.041666667
LJU;exportpremiumRFS;0.041666667
LJU;exportstandardF;0.041666667
LJU;exportstandardRFS;0.041666667
LJU;importmailF;0.166666667
LJU;importpremiumRFS;0.333333333
LJU;importstandardF;0.166666667
LNZ;exportmailE;0.083333333
LNZ;exportmailF;0.083333333
LNZ;exportmailRFS;0.104166667
LNZ;exportpremiumE;0.125
LNZ;exportpremiumF;0.125
LNZ;exportpremiumRFS;0.125
LNZ;exportstandardE;0.083333333
LNZ;exportstandardF;0.083333333
LNZ;exportstandardRFS;0.104166667
