Flight Leg ID;Leg Origin;Leg Destination;Dep Day [0-7];Arr Day [0-7];Flight ID;Pos in Flight;Rotation ID (not applicable);Flight leg Type;Aircraft Type;Payload costs [€/kg];Flight costs [€];Flight Leg Capacity [kg];Realization;;;
1823;VIE;STR;6.642361111;6.694444444;938;1;554;F;F71  OS;0;0;877.5;optional;;;
1824;STR;VIE;6.722222222;6.777777778;938;2;554;F;F71  OS;0;0;877.5;optional;;;
1825;VIE;BUD;6.802083333;6.836805556;939;1;554;F;F71  OS;0;0;405;optional;;;
1826;BUD;VIE;0.208333333;0.239583333;940;1;555;F;F71  OS;0;0;405;optional;;;
1827;BEG;VIE;0.138888889;0.1875;941;1;556;F;F71  OS;0;0;607.5;optional;;;
1828;VIE;KBP;0.354166667;0.454861111;942;1;557;F;F71  OS;0;0;472.5;optional;;;
1829;KBP;VIE;0.493055556;0.600694444;942;2;557;F;F71  OS;0;0;472.5;optional;;;
1830;VIE;BEG;1.763888889;1.8125;943;1;558;F;F71  OS;0;0;202.5;optional;;;
1831;BEG;VIE;2.229166667;2.284722222;943;2;558;F;F71  OS;0;0;202.5;optional;;;
1832;VIE;BEG;4.184027778;4.229166667;944;1;559;F;F71  OS;0;0;607.5;optional;;;
1833;PRG;VIE;3.256944444;3.298611111;945;1;560;F;F71  OS;0;0;472.5;optional;;;
1834;VIE;HEL;3.333333333;3.413194444;946;1;560;F;F71  OS;0;0;405;optional;;;
1835;HEL;VIE;3.444444444;3.520833333;946;2;560;F;F71  OS;0;0;405;optional;;;
1836;VIE;SZG;2.826388889;2.861111111;947;1;561;F;F71  OS;0;0;202.5;optional;;;
1837;SZG;VIE;3.166666667;3.194444444;947;2;561;F;F71  OS;0;0;202.5;optional;;;
1838;VIE;CDG;4.638888889;4.715277778;948;1;562;F;F71  OS;0;0;67.5;optional;;;
1839;CDG;VIE;4.739583333;4.815972222;948;2;562;F;F71  OS;0;0;67.5;optional;;;
1840;VIE;CDG;3.211805556;3.284722222;949;1;563;F;F72  OS;0;0;742.5;optional;;;
1841;CDG;VIE;3.336805556;3.413194444;949;2;563;F;F72  OS;0;0;742.5;optional;;;
1842;VIE;CDG;3.440972222;3.513888889;950;1;563;F;F72  OS;0;0;337.5;optional;;;
1843;VIE;LIN;5.65625;5.71875;951;1;564;F;F72  OS;0;0;67.5;optional;;;
1844;LIN;VIE;5.753472222;5.815972222;951;2;564;F;F72  OS;0;0;67.5;optional;;;
1845;CDG;VIE;2.545138889;2.618055556;952;1;565;F;F72  OS;0;0;337.5;optional;;;
1846;VIE;LIN;2.65625;2.711805556;953;1;565;F;F72  OS;0;0;337.5;optional;;;
1847;LIN;VIE;2.743055556;2.798611111;953;2;565;F;F72  OS;0;0;337.5;optional;;;
1848;VIE;GVA;4.65625;4.725694444;954;1;566;F;F72  OS;0;0;540;optional;;;
1849;GVA;VIE;4.756944444;4.822916667;954;2;566;F;F72  OS;0;0;540;optional;;;
1850;VIE;WAW;5.65625;5.711805556;955;1;567;F;F72  OS;0;0;67.5;optional;;;
1851;WAW;VIE;5.743055556;5.795138889;955;2;567;F;F72  OS;0;0;67.5;optional;;;
1852;VIE;SVO;6.326388889;6.444444444;956;1;567;F;F72  OS;0;0;135;optional;;;
1853;SVO;VIE;6.486111111;6.614583333;956;2;567;F;F72  OS;0;0;135;optional;;;
1854;VIE;STR;0.763888889;0.815972222;957;1;568;F;F72  OS;0;0;405;optional;;;
1855;STR;VIE;1.229166667;1.284722222;957;2;568;F;F72  OS;0;0;405;optional;;;
1856;VIE;SVO;1.326388889;1.444444444;958;1;568;F;F72  OS;0;0;472.5;optional;;;
1857;SVO;VIE;1.486111111;1.611111111;958;2;568;F;F72  OS;0;0;472.5;optional;;;
1858;VIE;PRG;1.638888889;1.673611111;959;1;568;F;F72  OS;0;0;405;optional;;;
1859;PRG;VIE;1.697916667;1.736111111;959;2;568;F;F72  OS;0;0;405;optional;;;
1860;VIE;PRG;4.631944444;4.666666667;960;1;569;F;F72  OS;0;0;67.5;optional;;;
1861;PRG;VIE;4.694444444;4.732638889;960;2;569;F;F72  OS;0;0;67.5;optional;;;
1862;VIE;LIN;5.451388889;5.506944444;961;1;570;F;F72  OS;0;0;472.5;optional;;;
1863;LIN;VIE;5.534722222;5.59375;961;2;570;F;F72  OS;0;0;472.5;optional;;;
1864;VIE;MUC;5.618055556;5.659722222;962;1;570;F;F72  OS;0;0;67.5;optional;;;
1865;MUC;VIE;5.690972222;5.739583333;962;2;570;F;F72  OS;0;0;67.5;optional;;;
1866;VIE;BEG;5.763888889;5.8125;963;1;570;F;F72  OS;0;0;67.5;optional;;;
1867;BEG;VIE;6.229166667;6.284722222;963;2;570;F;F72  OS;0;0;67.5;optional;;;
1868;LHR;MAN;0;0.428472222;964;1;574;RFS;RFS;0.1063;0;99999999;optional;;;
1869;MAD;FRA;0;1.141666667;965;1;577;RFS;RFS;0.2246;0;99999999;optional;;;
1870;AMS;BRU;0;0.129166667;966;1;578;RFS;RFS;0.08;0;99999999;optional;;;
1871;AMS;CDG;0;0.204166667;967;1;579;RFS;RFS;0.11;0;99999999;optional;;;
1872;AMS;DUS;0;0.183333333;968;1;580;RFS;RFS;0.13;0;99999999;optional;;;
1873;AMS;DUS;0;0.150694444;969;1;581;RFS;RFS;0.1199;0;99999999;optional;;;
1874;AMS;FRA;0;0.302083333;970;1;583;RFS;RFS;0.0833;0;99999999;optional;;;
1875;AMS;HEL;0;1.666666667;971;1;584;RFS;RFS;0.47;0;99999999;optional;;;
1876;AMS;LEJ;0;0.417361111;972;1;585;RFS;RFS;0.1979;0;99999999;optional;;;
1877;AMS;LHR;0;0.497916667;973;1;586;RFS;RFS;0.17;0;99999999;optional;;;
1878;AMS;LIN;0;1.333333333;974;1;587;RFS;RFS;0.11;0;99999999;optional;;;
1879;AMS;BRU;0;0.292361111;975;1;588;RFS;RFS;0.09;0;99999999;optional;;;
1880;AMS;MAN;0;0.868055556;976;1;589;RFS;RFS;0.27;0;99999999;optional;;;
1881;AMS;MUC;0;0.527083333;977;1;590;RFS;RFS;0.2716;0;99999999;optional;;;
1882;AMS;CDG;0;0.499305556;978;1;591;RFS;RFS;0.11;0;99999999;optional;;;
1883;AMS;LIN;0;1.041666667;979;1;592;RFS;RFS;0.38;0;99999999;optional;;;
1884;ARN;DUS;0;1.129861111;980;1;594;RFS;RFS;0.3653;0;99999999;optional;;;
1885;ARN;FRA;0;1;981;1;595;RFS;RFS;0.2545;0;99999999;optional;;;
1886;ARN;MUC;0;1.374305556;982;1;596;RFS;RFS;0.2353;0;99999999;optional;;;
1887;ARN;VIE;0;1.180555556;983;1;597;RFS;RFS;0.7249;0;99999999;optional;;;
1888;ATH;FRA;0;2.527777778;984;1;598;RFS;RFS;0.3584;0;99999999;optional;;;
1889;ATL;CLT;0;0.624305556;985;1;601;RFS;RFS;0.2599;0;99999999;optional;;;
1890;ATL;CLT;0;0.665972222;986;1;602;RFS;RFS;0.1392;0;99999999;optional;;;
1891;ATL;DFW;0;1.747222222;987;1;603;RFS;RFS;0.2;0;99999999;optional;;;
1892;ATL;DFW;0;1.291666667;988;1;604;RFS;RFS;0.1;0;99999999;optional;;;
1893;ATL;CLT;0;0.556944444;989;1;605;RFS;RFS;0.2023;0;99999999;optional;;;
1894;ATL;CLT;0;0.651388889;990;1;606;RFS;RFS;0.1085;0;99999999;optional;;;
1895;ATL;IAD;0;0.680555556;991;1;607;RFS;RFS;0.246;0;99999999;optional;;;
1896;ATL;IAH;0;1.649305556;992;1;608;RFS;RFS;0.22;0;99999999;optional;;;
1897;ATL;MIA;0;0.61875;993;1;609;RFS;RFS;0.1849;0;99999999;optional;;;
1898;ATL;MIA;0;0.727083333;994;1;610;RFS;RFS;0.217;0;99999999;optional;;;
1899;ATL;MIA;0;0.729166667;995;1;612;RFS;RFS;0.151;0;99999999;optional;;;
1900;ATL;ORD;0;1.614583333;996;1;613;RFS;RFS;2.13;0;99999999;optional;;;
1901;ATL;DFW;0;0.65625;997;1;615;RFS;RFS;0.1947;0;99999999;optional;;;
1902;ATL;CLT;0;0.650694444;998;1;616;RFS;RFS;0.2194;0;99999999;optional;;;
1903;ATL;MIA;0;0.672222222;999;1;617;RFS;RFS;0.2483;0;99999999;optional;;;
1904;AUH;DXB;0;0.401388889;1000;1;618;RFS;RFS;0;0;99999999;optional;;;
1905;AUH;SHJ;0;0.209027778;1001;1;619;RFS;RFS;0.1014;0;99999999;optional;;;
1906;MAD;FRA;0;0.919444444;1002;1;623;RFS;RFS;0.1836;0;99999999;optional;;;
1907;MAD;LEJ;0;2.0625;1003;1;624;RFS;RFS;0.38;0;99999999;optional;;;
1908;MAD;LHR;0;0.5;1004;1;625;RFS;RFS;0.35;0;99999999;optional;;;
1909;MAD;LIN;0;0.556944444;1005;1;626;RFS;RFS;0.4;0;99999999;optional;;;
1910;MAD;MUC;0;1.041666667;1006;1;628;RFS;RFS;0.49;0;99999999;optional;;;
1911;MAD;OPO;0;0.5;1007;1;629;RFS;RFS;0.45;0;99999999;optional;;;
1912;MAD;VBS;0;0.447916667;1008;1;630;RFS;RFS;0.16;0;99999999;optional;;;
1913;MAD;LIN;0;1.5;1009;1;631;RFS;RFS;0.24;0;99999999;optional;;;
1914;BEG;FRA;0;1.082638889;1010;1;633;RFS;RFS;0.68;0;99999999;optional;;;
1915;BEG;VIE;0;1.602083333;1011;1;634;RFS;RFS;1.3305;0;99999999;optional;;;
1916;LHR;MAN;0;0.490277778;1012;1;635;RFS;RFS;0.2299;0;99999999;optional;;;
1917;OSL;FRA;0;1.025;1013;1;636;RFS;RFS;0.4672;0;99999999;optional;;;
1918;LHR;MAN;0;0.124305556;1014;1;638;RFS;RFS;0.0737;0;99999999;optional;;;
1919;MAD;FRA;0;0.89375;1015;1;640;RFS;RFS;0.1808;0;99999999;optional;;;
1920;CPH;DUS;0;0.473611111;1016;1;641;RFS;RFS;0.196;0;99999999;optional;;;
1921;CPH;FRA;0;0.522222222;1017;1;642;RFS;RFS;0.1412;0;99999999;optional;;;
1922;CPH;MUC;0;0.736111111;1018;1;643;RFS;RFS;0.2838;0;99999999;optional;;;
1923;LIN;FRA;0;0.761805556;1019;1;644;RFS;RFS;0.1457;0;99999999;optional;;;
1924;LIN;LEJ;0;0.740277778;1020;1;645;RFS;RFS;0.17;0;99999999;optional;;;
1925;LIN;MUC;0;0.472222222;1021;1;646;RFS;RFS;0.1238;0;99999999;optional;;;
1926;LIN;VBS;0;0.130555556;1022;1;647;RFS;RFS;0.07;0;99999999;optional;;;
1927;LIN;VIE;0;0.568055556;1023;1;648;RFS;RFS;0.2125;0;99999999;optional;;;
1928;CDG;FRA;0;0.832638889;1024;1;650;RFS;RFS;0.1207;0;99999999;optional;;;
1929;CDG;VIE;0;1.75;1025;1;651;RFS;RFS;0.15;0;99999999;optional;;;
1930;BOS;ATL;0;1.379166667;1026;1;652;RFS;RFS;0.1563;0;99999999;optional;;;
1931;BOS;JFK;0;0.625;1027;1;654;RFS;RFS;0;0;99999999;optional;;;
1932;BOS;IAD;0;0.500694444;1028;1;655;RFS;RFS;0.14;0;99999999;optional;;;
1933;BOS;JFK;0;0.384027778;1029;1;656;RFS;RFS;0.1325;0;99999999;optional;;;
1934;BOS;ORD;0;0.98125;1030;1;657;RFS;RFS;0.2906;0;99999999;optional;;;
1935;HAM;AMS;0;0.328472222;1031;1;658;RFS;RFS;0.17;0;99999999;optional;;;
1936;HAM;MAD;0;1.375;1032;1;659;RFS;RFS;0.68;0;99999999;optional;;;
1937;HAM;DUS;0;0.222222222;1033;1;660;RFS;RFS;0.1663;0;99999999;optional;;;
1938;HAM;FRA;0;0.340972222;1034;1;661;RFS;RFS;0.083;0;99999999;optional;;;
1939;HAM;LEJ;0;0.428472222;1035;1;662;RFS;RFS;0.1;0;99999999;optional;;;
1940;HAM;MUC;0;0.545833333;1036;1;663;RFS;RFS;0.19;0;99999999;optional;;;
1941;ZRH;FRA;0;0.365277778;1037;1;664;RFS;RFS;0.1447;0;99999999;optional;;;
1942;BRU;AMS;0;0.168055556;1038;1;665;RFS;RFS;0.04;0;99999999;optional;;;
1943;BRU;DUS;0;0.145138889;1039;1;666;RFS;RFS;0.0649;0;99999999;optional;;;
1944;BRU;FRA;0;0.268055556;1040;1;667;RFS;RFS;0.0922;0;99999999;optional;;;
1945;BRU;LEJ;0;0.434027778;1041;1;668;RFS;RFS;0.06;0;99999999;optional;;;
1946;BRU;MUC;0;0.489583333;1042;1;669;RFS;RFS;0.2867;0;99999999;optional;;;
1947;BRU;VIE;0;0.999305556;1043;1;670;RFS;RFS;0.3369;0;99999999;optional;;;
1948;ZRH;FRA;0;0.24375;1044;1;671;RFS;RFS;0.0856;0;99999999;optional;;;
1949;ZRH;LEJ;0;0.875;1045;1;672;RFS;RFS;0.16;0;99999999;optional;;;
1950;ZRH;MUC;0;0.369444444;1046;1;673;RFS;RFS;0.1642;0;99999999;optional;;;
1951;PRG;FRA;0;0.720833333;1047;1;674;RFS;RFS;0.1021;0;99999999;optional;;;
1952;PRG;MUC;0;0.378472222;1048;1;675;RFS;RFS;0.0564;0;99999999;optional;;;
1953;PRG;VIE;0;0.075694444;1049;1;676;RFS;RFS;0.0458;0;99999999;optional;;;
1954;BUD;AMS;0;1.249305556;1050;1;677;RFS;RFS;0.19;0;99999999;optional;;;
1955;BUD;DUS;0;0.5;1051;1;678;RFS;RFS;0.06;0;99999999;optional;;;
1956;BUD;FRA;0;0.836805556;1052;1;679;RFS;RFS;0.1295;0;99999999;optional;;;
1957;BUD;LEJ;0;0.857638889;1053;1;680;RFS;RFS;0.1584;0;99999999;optional;;;
1958;BUD;MUC;0;0.479861111;1054;1;681;RFS;RFS;0.1549;0;99999999;optional;;;
1959;BUD;VIE;0;0.18125;1055;1;682;RFS;RFS;0.0549;0;99999999;optional;;;
1960;IAD;JFK;0;0.634722222;1056;1;684;RFS;RFS;0.1692;0;99999999;optional;;;
1961;IAD;PHL;0;0.528472222;1057;1;685;RFS;RFS;0.1723;0;99999999;optional;;;
1962;CDG;DUS;0;0.272916667;1058;1;687;RFS;RFS;0.12;0;99999999;optional;;;
1963;CDG;FRA;0;0.384722222;1059;1;688;RFS;RFS;0.0994;0;99999999;optional;;;
1964;CDG;LEJ;0;0.625;1060;1;689;RFS;RFS;0.23;0;99999999;optional;;;
1965;CDG;MUC;0;0.502083333;1061;1;693;RFS;RFS;0.2983;0;99999999;optional;;;
1966;DUS;AMS;0;0.235416667;1062;1;698;RFS;RFS;0.1281;0;99999999;optional;;;
1967;DUS;ZRH;0;0.431944444;1063;1;699;RFS;RFS;0.0904;0;99999999;optional;;;
1968;ORD;DTW;0;0.577083333;1064;1;704;RFS;RFS;0.0992;0;99999999;optional;;;
1969;ORD;IAD;0;0.441666667;1065;1;705;RFS;RFS;0.1837;0;99999999;optional;;;
1970;ORD;JFK;0;0.555555556;1066;1;706;RFS;RFS;0.12;0;99999999;optional;;;
1971;ORD;PHL;0;0.769444444;1067;1;708;RFS;RFS;0.12;0;99999999;optional;;;
1972;CLT;ATL;0;0.602777778;1068;1;709;RFS;RFS;0.1164;0;99999999;optional;;;
1973;CLT;IAD;0;0.640972222;1069;1;712;RFS;RFS;0.209;0;99999999;optional;;;
1974;CLT;ORD;0;2.625;1070;1;714;RFS;RFS;0.19;0;99999999;optional;;;
1975;ORD;DTW;0;0.5625;1071;1;715;RFS;RFS;0.1556;0;99999999;optional;;;
1976;CPH;DUS;0;0.538194444;1072;1;717;RFS;RFS;0.57;0;99999999;optional;;;
1977;CPH;FRA;0;0.571527778;1073;1;718;RFS;RFS;0.2096;0;99999999;optional;;;
1978;CPH;LEJ;0;0.661805556;1074;1;719;RFS;RFS;0.15;0;99999999;optional;;;
1979;CPH;MUC;0;0.902777778;1075;1;720;RFS;RFS;0.51;0;99999999;optional;;;
1980;CPT;JNB;0;0.996527778;1076;1;721;RFS;RFS;0.1042;0;99999999;optional;;;
1981;ORD;DTW;0;0.571527778;1077;1;722;RFS;RFS;0.1044;0;99999999;optional;;;
1982;ORD;IAD;0;0.470138889;1078;1;723;RFS;RFS;0.23;0;99999999;optional;;;
1983;CWB;GRU;0;0.665277778;1079;1;725;RFS;RFS;0.1036;0;99999999;optional;;;
1984;CWB;VCP;0;0.579166667;1080;1;726;RFS;RFS;0.0739;0;99999999;optional;;;
1985;DEN;DFW;0;0.895833333;1081;1;727;RFS;RFS;0.2924;0;99999999;optional;;;
1986;DEN;DFW;0;0.8125;1082;1;728;RFS;RFS;0.09;0;99999999;optional;;;
1987;DEN;DFW;0;1;1083;1;729;RFS;RFS;0.08;0;99999999;optional;;;
1988;DEN;ORD;0;1.046527778;1084;1;730;RFS;RFS;0.2542;0;99999999;optional;;;
1989;DEN;LAX;0;0.586805556;1085;1;731;RFS;RFS;0.2209;0;99999999;optional;;;
1990;DFW;ATL;0;0.540972222;1086;1;733;RFS;RFS;0.1782;0;99999999;optional;;;
1991;DFW;DTW;0;2.625;1087;1;735;RFS;RFS;0.3175;0;99999999;optional;;;
1992;DFW;GDL;0;1.671527778;1088;1;737;RFS;RFS;0.4906;0;99999999;optional;;;
1993;DFW;IAD;0;1.541666667;1089;1;738;RFS;RFS;0.4747;0;99999999;optional;;;
1994;DFW;IAH;0;0.620833333;1090;1;739;RFS;RFS;0.0668;0;99999999;optional;;;
1995;DFW;ATL;0;0.291666667;1091;1;741;RFS;RFS;0.18;0;99999999;optional;;;
1996;DFW;MEX;0;1.005555556;1092;1;744;RFS;RFS;0.2282;0;99999999;optional;;;
1997;TXL;DUS;0;0.395833333;1093;1;748;RFS;RFS;0.09;0;99999999;optional;;;
1998;TXL;FRA;0;0.316666667;1094;1;749;RFS;RFS;0.0785;0;99999999;optional;;;
1999;TXL;MUC;0;0.309027778;1095;1;750;RFS;RFS;0.07;0;99999999;optional;;;
2000;DTW;ORD;0;0.675;1096;1;751;RFS;RFS;0.1226;0;99999999;optional;;;
2001;DTW;ORD;0;0.3875;1097;1;752;RFS;RFS;0.0812;0;99999999;optional;;;
2002;DTW;ORD;0;0.648611111;1098;1;753;RFS;RFS;0.1429;0;99999999;optional;;;
2003;DTW;ORD;0;0.541666667;1099;1;754;RFS;RFS;9.6833;0;99999999;optional;;;
2004;DTW;ORD;0;0.638194444;1100;1;755;RFS;RFS;0.1064;0;99999999;optional;;;
2005;DUB;AMS;0;1.458333333;1101;1;756;RFS;RFS;0.3;0;99999999;optional;;;
2006;DUB;FRA;0;1.061111111;1102;1;757;RFS;RFS;0.15;0;99999999;optional;;;
2007;DUB;LHR;0;0.607638889;1103;1;758;RFS;RFS;0.1908;0;99999999;optional;;;
2008;DUB;MAN;0;0.428472222;1104;1;759;RFS;RFS;0.1542;0;99999999;optional;;;
2009;DUS;AMS;0;0.156944444;1105;1;762;RFS;RFS;0.3276;0;99999999;optional;;;
2010;DUS;BRU;0;0.125694444;1106;1;763;RFS;RFS;0.05;0;99999999;optional;;;
2011;DUS;AMS;0;0.141666667;1107;1;765;RFS;RFS;0.06;0;99999999;optional;;;
2012;DUS;FRA;0;0.14375;1108;1;766;RFS;RFS;0.0435;0;99999999;optional;;;
2013;DUS;HAM;0;0.147222222;1109;1;767;RFS;RFS;0.07;0;99999999;optional;;;
2014;DUS;HAM;0;0.305555556;1110;1;768;RFS;RFS;0.4366;0;99999999;optional;;;
2015;DUS;LEJ;0;0.336805556;1111;1;769;RFS;RFS;0.04;0;99999999;optional;;;
2016;DUS;MUC;0;0.366666667;1112;1;770;RFS;RFS;0.1522;0;99999999;optional;;;
2017;DUS;OSL;0;1.027777778;1113;1;771;RFS;RFS;0.2916;0;99999999;optional;;;
2018;DUS;CDG;0;0.4375;1114;1;772;RFS;RFS;0.33;0;99999999;optional;;;
2019;DUS;VIE;0;0.663888889;1115;1;773;RFS;RFS;0.19;0;99999999;optional;;;
2020;DUS;PRG;0;0.916666667;1116;1;774;RFS;RFS;0.24;0;99999999;optional;;;
2021;DUS;ZRH;0;0.840277778;1117;1;775;RFS;RFS;0.09;0;99999999;optional;;;
2022;SHJ;DXB;0;0.081944444;1118;1;776;RFS;RFS;0.1377;0;99999999;optional;;;
2023;DXB;AUH;0;0.136111111;1119;1;778;RFS;RFS;0.0421;0;99999999;optional;;;
2024;DXB;BAH;0;0.35;1120;1;779;RFS;RFS;0.09;0;99999999;optional;;;
2025;DXB;DMM;0;0.927083333;1121;1;780;RFS;RFS;0.08;0;99999999;optional;;;
2026;DXB;DOH;0;0.839583333;1122;1;781;RFS;RFS;0.08;0;99999999;optional;;;
2027;DXB;SHJ;0;0.076388889;1123;1;782;RFS;RFS;0.1185;0;99999999;optional;;;
2028;DXB;KWI;0;1.25;1124;1;783;RFS;RFS;0.09;0;99999999;optional;;;
2029;DXB;MCT;0;0.3125;1125;1;784;RFS;RFS;0.08;0;99999999;optional;;;
2030;DXB;SHJ;0;0.120138889;1126;1;785;RFS;RFS;0.0195;0;99999999;optional;;;
2031;DXB;SAH;0;1.176388889;1127;1;786;RFS;RFS;0.09;0;99999999;optional;;;
2032;LHR;MAN;0;0.395138889;1128;1;788;RFS;RFS;0.1068;0;99999999;optional;;;
2033;AMS;DUS;0;0.083333333;1129;1;790;RFS;RFS;0.03;0;99999999;optional;;;
2034;AMS;FRA;0;0.236805556;1130;1;791;RFS;RFS;0.0683;0;99999999;optional;;;
2035;AMS;MUC;0;0.629861111;1131;1;792;RFS;RFS;0.11;0;99999999;optional;;;
2036;DFW;IAH;0;0.666666667;1132;1;794;RFS;RFS;0.23;0;99999999;optional;;;
2037;LHR;MAN;0;0.158333333;1133;1;797;RFS;RFS;0.0759;0;99999999;optional;;;
2038;JFK;ATL;0;0.854861111;1134;1;799;RFS;RFS;0.1746;0;99999999;optional;;;
2039;JFK;BOS;0;0.583333333;1135;1;800;RFS;RFS;0.06;0;99999999;optional;;;
2040;JFK;ORD;0;0.583333333;1136;1;801;RFS;RFS;0.16;0;99999999;optional;;;
2041;JFK;ORD;0;0.5;1137;1;802;RFS;RFS;0.16;0;99999999;optional;;;
2042;JFK;CLT;0;0.704861111;1138;1;803;RFS;RFS;0.1045;0;99999999;optional;;;
2043;JFK;PHL;0;0.497222222;1139;1;805;RFS;RFS;0.06;0;99999999;optional;;;
2044;JFK;PHL;0;0.625;1140;1;806;RFS;RFS;0.16;0;99999999;optional;;;
2045;JFK;IAD;0;0.207638889;1141;1;807;RFS;RFS;0.13;0;99999999;optional;;;
2046;JFK;YYZ;0;0.583333333;1142;1;808;RFS;RFS;0.12;0;99999999;optional;;;
2047;LIN;FRA;0;1.010416667;1143;1;811;RFS;RFS;0.5491;0;99999999;optional;;;
2048;LIN;MUC;0;0.90625;1144;1;812;RFS;RFS;0.5806;0;99999999;optional;;;
2049;LIN;FRA;0;1.075694444;1145;1;813;RFS;RFS;0.1828;0;99999999;optional;;;
2050;LIN;MUC;0;1.066666667;1146;1;814;RFS;RFS;0.2443;0;99999999;optional;;;
2051;LIN;VBS;0;0.199305556;1147;1;816;RFS;RFS;0.1;0;99999999;optional;;;
2052;LIN;VIE;0;0.855555556;1148;1;817;RFS;RFS;0.261;0;99999999;optional;;;
2053;FRA;LHR;0;1.186805556;1149;1;820;RFS;RFS;0.5036;0;99999999;optional;;;
2054;FRA;MAD;0;1.875;1150;1;821;RFS;RFS;1.35;0;99999999;optional;;;
2055;FRA;MAD;0;1.111805556;1151;1;822;RFS;RFS;0.3497;0;99999999;optional;;;
2056;FRA;AMS;0;0.316666667;1152;1;823;RFS;RFS;0.11;0;99999999;optional;;;
2057;FRA;ARN;0;1.184722222;1153;1;824;RFS;RFS;0.5012;0;99999999;optional;;;
2058;FRA;MAD;0;1.001388889;1154;1;825;RFS;RFS;0.372;0;99999999;optional;;;
2059;FRA;BEG;0;1.664583333;1155;1;826;RFS;RFS;0.52;0;99999999;optional;;;
2060;FRA;OSL;0;1.129166667;1156;1;827;RFS;RFS;0.2237;0;99999999;optional;;;
2061;FRA;LHR;0;1.010416667;1157;1;828;RFS;RFS;0.42;0;99999999;optional;;;
2062;FRA;MAD;0;0.938888889;1158;1;829;RFS;RFS;0.2038;0;99999999;optional;;;
2063;FRA;CPH;0;0.535416667;1159;1;830;RFS;RFS;0.2281;0;99999999;optional;;;
2064;FRA;LIN;0;1.052083333;1160;1;831;RFS;RFS;0.1584;0;99999999;optional;;;
2065;FRA;CDG;0;0.967361111;1161;1;832;RFS;RFS;0.3375;0;99999999;optional;;;
2066;FRA;HAM;0;0.358333333;1162;1;833;RFS;RFS;0.1475;0;99999999;optional;;;
2067;FRA;ZRH;0;0.34375;1163;1;834;RFS;RFS;0.2393;0;99999999;optional;;;
2068;FRA;BRU;0;0.257638889;1164;1;835;RFS;RFS;0.0898;0;99999999;optional;;;
2069;FRA;ZRH;0;0.352777778;1165;1;836;RFS;RFS;0.1575;0;99999999;optional;;;
2070;FRA;PRG;0;1.236805556;1166;1;837;RFS;RFS;0.1068;0;99999999;optional;;;
2071;FRA;BUD;0;0.931944444;1167;1;838;RFS;RFS;0.1933;0;99999999;optional;;;
2072;FRA;CDG;0;0.463194444;1168;1;839;RFS;RFS;0.1229;0;99999999;optional;;;
2073;FRA;CPH;0;0.634027778;1169;1;841;RFS;RFS;0.3632;0;99999999;optional;;;
2074;FRA;TXL;0;0.346527778;1170;1;842;RFS;RFS;0.0905;0;99999999;optional;;;
2075;FRA;DUB;0;1.749305556;1171;1;843;RFS;RFS;0.57;0;99999999;optional;;;
2076;FRA;DUS;0;0.159722222;1172;1;844;RFS;RFS;0.0604;0;99999999;optional;;;
2077;FRA;AMS;0;0.280555556;1173;1;845;RFS;RFS;0.0945;0;99999999;optional;;;
2078;FRA;LIN;0;1.103472222;1174;1;846;RFS;RFS;1.0132;0;99999999;optional;;;
2079;FRA;LIN;0;1.035416667;1175;1;847;RFS;RFS;1.0005;0;99999999;optional;;;
2080;FRA;WAW;0;1.061805556;1176;1;849;RFS;RFS;0.5068;0;99999999;optional;;;
2081;FRA;LHR;0;1.291666667;1177;1;850;RFS;RFS;0.9481;0;99999999;optional;;;
2082;FRA;CDG;0;1.083333333;1178;1;851;RFS;RFS;0.25;0;99999999;optional;;;
2083;FRA;LIN;0;0.598611111;1179;1;852;RFS;RFS;0.3275;0;99999999;optional;;;
2084;FRA;GOT;0;0.773611111;1180;1;853;RFS;RFS;0.1867;0;99999999;optional;;;
2085;FRA;GVA;0;0.385416667;1181;1;855;RFS;RFS;0.1498;0;99999999;optional;;;
2086;FRA;HAM;0;0.254166667;1182;1;856;RFS;RFS;0.0966;0;99999999;optional;;;
2087;FRA;HAM;0;0.370833333;1183;1;857;RFS;RFS;0.1353;0;99999999;optional;;;
2088;FRA;HEL;0;1.688194444;1184;1;858;RFS;RFS;0.4176;0;99999999;optional;;;
2089;FRA;VIE;0;0.629861111;1185;1;859;RFS;RFS;0.3346;0;99999999;optional;;;
2090;FRA;INN;0;0.477777778;1186;1;860;RFS;RFS;0.3048;0;99999999;optional;;;
2091;FRA;WAW;0;0.751388889;1187;1;861;RFS;RFS;0.1056;0;99999999;optional;;;
2092;FRA;WAW;0;0.708333333;1188;1;862;RFS;RFS;0.25;0;99999999;optional;;;
2093;FRA;LEJ;0;0.261111111;1189;1;863;RFS;RFS;0.1032;0;99999999;optional;;;
2094;FRA;LHR;0;0.59375;1190;1;864;RFS;RFS;0.2828;0;99999999;optional;;;
2095;FRA;CDG;0;0.348611111;1191;1;865;RFS;RFS;0.1374;0;99999999;optional;;;
2096;FRA;LIN;0;0.694444444;1192;1;866;RFS;RFS;0.2322;0;99999999;optional;;;
2097;FRA;OPO;0;1.623611111;1193;1;867;RFS;RFS;0.6256;0;99999999;optional;;;
2098;FRA;PRG;0;0.861805556;1194;1;868;RFS;RFS;0.1242;0;99999999;optional;;;
